"bsv"	"corpus"	"entity"	"lemma"	"prefLabel"	"context before"	"context after"	"location"	"number of words"	"features"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_GC_NA_Limousin_31_20191126_cle074695.html"	"d2kab"	"BBCH"	"BBCH"	""	"lage si nécessaire ("	"29 et +). Evaluatio"	"15017-15021"	"3099"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_GC_NA_Limousin_31_20191126_cle074695.html"	"d2kab"	"BBCH"	"BBCH"	""	"lage si nécessaire ("	"29 et +). Evaluatio"	"15017-15021"	"3099"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_GC_n_19_du_26_03_19_cle8bda1e.html"	"d2kab"	"BBCH 50"	"BBCH @card@"	""	"boutons accolés (D1"	") au stade boutons s"	"2185-2192"	"4056"	"type=BBCH-DD, canonical-form=BBCH 50, form=BBCH 50"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_GC_n_19_du_26_03_19_cle8bda1e.html"	"d2kab"	"BBCH"	"BBCH"	""	"boutons accolés (D1"	"50) au stade bouton"	"2185-2189"	"4056"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_GC_n_19_du_26_03_19_cle8bda1e.html"	"d2kab"	"BBCH"	"BBCH"	""	"boutons accolés (D1"	"50) au stade bouton"	"2185-2189"	"4056"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_GC_n_19_du_26_03_19_cle8bda1e.html"	"d2kab"	"BBCH 57"	"BBCH @card@"	""	"boutons séparés (E"	"). La stratégie de l"	"2222-2229"	"4056"	"type=BBCH-DD, canonical-form=BBCH 57, form=BBCH 57"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_GC_n_19_du_26_03_19_cle8bda1e.html"	"d2kab"	"BBCH"	"BBCH"	""	"boutons séparés (E"	"57). La stratégie d"	"2222-2226"	"4056"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_GC_n_19_du_26_03_19_cle8bda1e.html"	"d2kab"	"BBCH"	"BBCH"	""	"boutons séparés (E"	"57). La stratégie d"	"2222-2226"	"4056"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N01_20190207_cle01cb7e.html"	"d2kab"	"BBCH30"	"BBCH30"	""	"jorité le stade C1 ("	": reprise de végéta"	"2238-2244"	"1293"	"type=BBCH, canonical-form=BBCH 30, form=BBCH30"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N01_20190207_cle01cb7e.html"	"d2kab"	"BBCH30"	"BBCH30"	""	"jorité le stade C1 ("	": reprise de végéta"	"2238-2244"	"1293"	"type=?BBCH?, form=BBCH30"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N01_20190207_cle01cb7e.html"	"d2kab"	"BBCH31"	"BBCH31"	""	"s sont au stade C2 ("	": entre-noeuds visi"	"2345-2351"	"1293"	"type=BBCH, canonical-form=BBCH 31, form=BBCH31"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N01_20190207_cle01cb7e.html"	"d2kab"	"BBCH31"	"BBCH31"	""	"s sont au stade C2 ("	": entre-noeuds visi"	"2345-2351"	"1293"	"type=?BBCH?, form=BBCH31"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e.html"	"d2kab"	"BBCH13"	"BBCH13"	""	"épassé le stade B3 ("	": 3 feuilles), avec"	"4558-4564"	"2491"	"type=BBCH, canonical-form=BBCH 13, form=BBCH13"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e.html"	"d2kab"	"BBCH13"	"BBCH13"	""	"épassé le stade B3 ("	": 3 feuilles), avec"	"4558-4564"	"2491"	"type=?BBCH?, form=BBCH13"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e.html"	"d2kab"	"BBCH12"	"BBCH12"	""	"es s'étalent de B2 ("	": 2 feuilles) au st"	"4675-4681"	"2491"	"type=BBCH, canonical-form=BBCH 12, form=BBCH12"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e.html"	"d2kab"	"BBCH12"	"BBCH12"	""	"es s'étalent de B2 ("	": 2 feuilles) au st"	"4675-4681"	"2491"	"type=?BBCH?, form=BBCH12"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e.html"	"d2kab"	"BBCH19"	"BBCH19"	""	"lles) au stade B10 ("	": 10 feuilles). Bul"	"4710-4716"	"2491"	"type=BBCH, canonical-form=BBCH 19, form=BBCH19"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e.html"	"d2kab"	"BBCH19"	"BBCH19"	""	"lles) au stade B10 ("	": 10 feuilles). Bul"	"4710-4716"	"2491"	"type=?BBCH?, form=BBCH19"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e.html"	"d2kab"	"BBCH31"	"BBCH31"	""	"bourgeon terminal ("	"). Mais la lutte con"	"6765-6771"	"2491"	"type=BBCH, canonical-form=BBCH 31, form=BBCH31"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e.html"	"d2kab"	"BBCH31"	"BBCH31"	""	"bourgeon terminal ("	"). Mais la lutte con"	"6765-6771"	"2491"	"type=?BBCH?, form=BBCH31"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH 17 à 19"	"BBCH @card@ à @card@"	""	": 7 à 12 feuilles ("	"). Surveillez l'arri"	"1229-1241"	"6340"	"type=BBCH_RANGE, number=19, canonical-form=BBCH 19, form=BBCH 17 à 19"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH 17 à 19"	"BBCH @card@ à @card@"	""	": 7 à 12 feuilles ("	"). Surveillez l'arri"	"1229-1241"	"6340"	"type=BBCH_RANGE, number=17, canonical-form=BBCH 17, form=BBCH 17 à 19"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH 17"	"BBCH @card@"	""	": 7 à 12 feuilles ("	"à 19). Surveillez l"	"1229-1236"	"6340"	"type=BBCH-DD, canonical-form=BBCH 17, form=BBCH 17"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	": 7 à 12 feuilles ("	"17 à 19). Surveille"	"1229-1233"	"6340"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	": 7 à 12 feuilles ("	"17 à 19). Surveille"	"1229-1233"	"6340"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"(en 17).
Tournesol
 Stade : semis en cours. Limaces : à surveiller. Oiseaux : à surveiller.
Blés d'hiver

Stade : s'étalent de 2 nœuds (32) à DFP (37).Piétin verse : hors période de gestion pour tous les blés.Septoriose : en progression, risque faible à modéré selon les situations.Rouilles et oïdium : encore présents, à surveiller sur les variétés sensibles. Pucerons : signalés sur feuilles mais hors période de risque.
Orges d'hiver
 Stade : majorité à DFP (37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"	"( en @card@ ) . tournesol stade : semis en cours|cour . limace : à surveiller . oiseau : à surveiller . blé d ' hiver stade : s ' étaler de @card@ nœud ( @card@ ) à DFP ( @card@ ) . piétin verse : hors période de gestion pour tout le blé . Septoriose : en progression , risquer faible à modéré selon le situation . rouille et oïdium : encore présent , à surveiller sur le variété sensible . puceron : signaler sur feuille mais hors période de risque . Orges d ' hiver stade : majorité à DFP ( @card@ ) . Rhynchosporiose , helmintosporiose : présence modéré , à surveiller notamment en situation sans protection . rouille nain et oïdium : présent sur variété sensible . puceron : signaler sur feuille mais hors période de risque . Septoriose de l ' orge : merci de nous faire remonter votre observation en cas de détection . maïs stade : semis en cours|cour . limace : risquer faible avec le faible pluie annoncer . nota : le stade BBCH être entre parenthèse"	""	"quelques situations"	". Nombre de parcelle"	"1546-2461"	"6340"	"type=BBCH_in_context200, canonical-form=BBCH 17, form=(en 17).
Tournesol
 Stade : semis en cours. Limaces : à surveiller. Oiseaux : à surveiller.
Blés d'hiver

Stade : s'étalent de 2 nœuds (32) à DFP (37).Piétin verse : hors période de gestion pour tous les blés.Septoriose : en progression, risque faible à modéré selon les situations.Rouilles et oïdium : encore présents, à surveiller sur les variétés sensibles. Pucerons : signalés sur feuilles mais hors période de risque.
Orges d'hiver
 Stade : majorité à DFP (37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"(32) à DFP (37).Piétin verse : hors période de gestion pour tous les blés.Septoriose : en progression, risque faible à modéré selon les situations.Rouilles et oïdium : encore présents, à surveiller sur les variétés sensibles. Pucerons : signalés sur feuilles mais hors période de risque.
Orges d'hiver
 Stade : majorité à DFP (37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"	"( @card@ ) à DFP ( @card@ ) . piétin verse : hors période de gestion pour tout le blé . Septoriose : en progression , risquer faible à modéré selon le situation . rouille et oïdium : encore présent , à surveiller sur le variété sensible . puceron : signaler sur feuille mais hors période de risque . Orges d ' hiver stade : majorité à DFP ( @card@ ) . Rhynchosporiose , helmintosporiose : présence modéré , à surveiller notamment en situation sans protection . rouille nain et oïdium : présent sur variété sensible . puceron : signaler sur feuille mais hors période de risque . Septoriose de l ' orge : merci de nous faire remonter votre observation en cas de détection . maïs stade : semis en cours|cour . limace : risquer faible avec le faible pluie annoncer . nota : le stade BBCH être entre parenthèse"	""	"'étalent de 2 nœuds"	". Nombre de parcelle"	"1681-2461"	"6340"	"type=BBCH_in_context150, canonical-form=BBCH 32, form=(32) à DFP (37).Piétin verse : hors période de gestion pour tous les blés.Septoriose : en progression, risque faible à modéré selon les situations.Rouilles et oïdium : encore présents, à surveiller sur les variétés sensibles. Pucerons : signalés sur feuilles mais hors période de risque.
Orges d'hiver
 Stade : majorité à DFP (37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"(37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"	"( @card@ ) . Rhynchosporiose , helmintosporiose : présence modéré , à surveiller notamment en situation sans protection . rouille nain et oïdium : présent sur variété sensible . puceron : signaler sur feuille mais hors période de risque . Septoriose de l ' orge : merci de nous faire remonter votre observation en cas de détection . maïs stade : semis en cours|cour . limace : risquer faible avec le faible pluie annoncer . nota : le stade BBCH être entre parenthèse"	""	"de : majorité à DFP"	". Nombre de parcelle"	"2007-2461"	"6340"	"type=BBCH_in_context100, canonical-form=BBCH 37, form=(37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	"es. Nota : le stade"	"est entre parenthès"	"2435-2439"	"6340"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	"es. Nota : le stade"	"est entre parenthès"	"2435-2439"	"6340"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH 60"	"BBCH @card@"	""	"sé dès le stade F1 ("	"). Pour la période d"	"6130-6137"	"6340"	"type=BBCH-DD, canonical-form=BBCH 60, form=BBCH 60"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	"sé dès le stade F1 ("	"60). Pour la périod"	"6130-6134"	"6340"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	"sé dès le stade F1 ("	"60). Pour la périod"	"6130-6134"	"6340"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH 70"	"BBCH @card@"	""	"chute des pétales ("	") jusqu'à la fin de"	"6804-6811"	"6340"	"type=BBCH-DD, canonical-form=BBCH 70, form=BBCH 70"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	"chute des pétales ("	"70) jusqu'à la fin"	"6804-6808"	"6340"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	"chute des pétales ("	"70) jusqu'à la fin"	"6804-6808"	"6340"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH 73"	"BBCH @card@"	""	"jusqu'au stade G4 ("	"). Seuil indicatif d"	"9705-9712"	"6340"	"type=BBCH-DD, canonical-form=BBCH 73, form=BBCH 73"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	"jusqu'au stade G4 ("	"73). Seuil indicati"	"9705-9709"	"6340"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad.html"	"d2kab"	"BBCH"	"BBCH"	""	"jusqu'au stade G4 ("	"73). Seuil indicati"	"9705-9709"	"6340"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b.html"	"d2kab"	"(19).
Pyrale : le pic de vol dans les Charentes est en cours en dép. 79 et 86.
Animateur filières
Khalid KOUBAÏTI FREDON Poitou-Charentes
khalid.koubaiti@fredonpc.fr
Animateurs délégués
Céréales à paille et Maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS
s.regaldo@arvalis.fr r.tscheiller@arvalis.fr
Oléagineux Elodie TOURTON / Terres Inovia
e.tourton@terresinovia.fr
Protéagineux Agathe PENANT / Terres Inovia
a.penant@terresinovia.fr
Directeur de publication
Dominique GRACIET Président de la Chambre Régionale Nouvelle-Aquitaine Boulevard des Arcades 87060 LIMOGES Cedex 2 accueil@na.chambagri.fr
Supervision
DRAAF Service Régional de l'Alimentation Nouvelle-Aquitaine 22 Rue des Pénitents Blancs 87000 LIMOGES
Supervision site de Poitiers
Reproduction intégrale de ce bulletin autorisée. Reproduction partielle autorisée avec la mention"" extrait du bulletin de santé du végétal Nouvelle-Aquitaine Grandes cultures N°X du JJ/MM/AA ""
Sésamie : vol variable, stades baladeurs dans le sud Poitou-Charentes.
Cicadelle verte : faibles attaques.
 Diabrotica : la surveillance est de mise. Cliquez si Vous souhaitez surveiller ce ravageur ?
Nota : le stade BBCH est entre parenthèses"	"( @card@ ) . pyrale : le pic de vol dans le Charentes être en cours|cour en dép . @card@ et @card@ . animateur filière Khalid KOUBAÏTI fredon Poitou - Charentes khalid . koubaiti@fredonpc . fr animateur déléguer céréale à paille et maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS s . regaldo@arvalis . fr r . tscheiller@arvalis . fr oléagineux Elodie TOURTON / terre Inovia e . tourton@terresinovia . fr Protéagineux Agathe PENANT / terre Inovia avoir . penant@terresinovia . fr directeur de publication Dominique GRACIET Président de le chambre régional nouveau - Aquitaine boulevard du arcade @card@ limoger cedex @card@ accueil@na . chambagri . fr supervision DRAAF service régional de l ' alimentation nouveau - Aquitaine @card@ rue du pénitent blanc @card@ limoger supervision site de Poitiers reproduction intégral de ce bulletin autoriser . reproduction partiel autoriser avec le mention "" extraire du bulletin de santé du végétal nouveau - Aquitaine grand culture N°X du JJ / messieurs / aa "" Sésamie : vol variable , stade baladeur dans le sud Poitou - Charentes . Cicadelle vert : faible attaque . Diabrotica : le surveillance être de mise . cliquer si vous souhaiter surveiller ce ravageur ? nota : le stade BBCH être entre parenthèse"	""	"té à 10 12 feuilles"	". Pois protéagineux"	"406-1590"	"2804"	"type=BBCH_in_context250, canonical-form=BBCH 19, form=(19).
Pyrale : le pic de vol dans les Charentes est en cours en dép. 79 et 86.
Animateur filières
Khalid KOUBAÏTI FREDON Poitou-Charentes
khalid.koubaiti@fredonpc.fr
Animateurs délégués
Céréales à paille et Maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS
s.regaldo@arvalis.fr r.tscheiller@arvalis.fr
Oléagineux Elodie TOURTON / Terres Inovia
e.tourton@terresinovia.fr
Protéagineux Agathe PENANT / Terres Inovia
a.penant@terresinovia.fr
Directeur de publication
Dominique GRACIET Président de la Chambre Régionale Nouvelle-Aquitaine Boulevard des Arcades 87060 LIMOGES Cedex 2 accueil@na.chambagri.fr
Supervision
DRAAF Service Régional de l'Alimentation Nouvelle-Aquitaine 22 Rue des Pénitents Blancs 87000 LIMOGES
Supervision site de Poitiers
Reproduction intégrale de ce bulletin autorisée. Reproduction partielle autorisée avec la mention"" extrait du bulletin de santé du végétal Nouvelle-Aquitaine Grandes cultures N°X du JJ/MM/AA ""
Sésamie : vol variable, stades baladeurs dans le sud Poitou-Charentes.
Cicadelle verte : faibles attaques.
 Diabrotica : la surveillance est de mise. Cliquez si Vous souhaitez surveiller ce ravageur ?
Nota : le stade BBCH est entre parenthèses"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b.html"	"d2kab"	"(19).
Pyrale : le pic de vol dans les Charentes est en cours en dép. 79 et 86.
Animateur filières
Khalid KOUBAÏTI FREDON Poitou-Charentes
khalid.koubaiti@fredonpc.fr
Animateurs délégués
Céréales à paille et Maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS
s.regaldo@arvalis.fr r.tscheiller@arvalis.fr
Oléagineux Elodie TOURTON / Terres Inovia
e.tourton@terresinovia.fr
Protéagineux Agathe PENANT / Terres Inovia
a.penant@terresinovia.fr
Directeur de publication
Dominique GRACIET Président de la Chambre Régionale Nouvelle-Aquitaine Boulevard des Arcades 87060 LIMOGES Cedex 2 accueil@na.chambagri.fr
Supervision
DRAAF Service Régional de l'Alimentation Nouvelle-Aquitaine 22 Rue des Pénitents Blancs 87000 LIMOGES
Supervision site de Poitiers
Reproduction intégrale de ce bulletin autorisée. Reproduction partielle autorisée avec la mention"" extrait du bulletin de santé du végétal Nouvelle-Aquitaine Grandes cultures N°X du JJ/MM/AA ""
Sésamie : vol variable, stades baladeurs dans le sud Poitou-Charentes.
Cicadelle verte : faibles attaques.
 Diabrotica : la surveillance est de mise. Cliquez si Vous souhaitez surveiller ce ravageur ?
Nota : le stade BBCH est entre parenthèses"	"( @card@ ) . pyrale : le pic de vol dans le Charentes être en cours|cour en dép . @card@ et @card@ . animateur filière Khalid KOUBAÏTI fredon Poitou - Charentes khalid . koubaiti@fredonpc . fr animateur déléguer céréale à paille et maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS s . regaldo@arvalis . fr r . tscheiller@arvalis . fr oléagineux Elodie TOURTON / terre Inovia e . tourton@terresinovia . fr Protéagineux Agathe PENANT / terre Inovia avoir . penant@terresinovia . fr directeur de publication Dominique GRACIET Président de le chambre régional nouveau - Aquitaine boulevard du arcade @card@ limoger cedex @card@ accueil@na . chambagri . fr supervision DRAAF service régional de l ' alimentation nouveau - Aquitaine @card@ rue du pénitent blanc @card@ limoger supervision site de Poitiers reproduction intégral de ce bulletin autoriser . reproduction partiel autoriser avec le mention "" extraire du bulletin de santé du végétal nouveau - Aquitaine grand culture N°X du JJ / messieurs / aa "" Sésamie : vol variable , stade baladeur dans le sud Poitou - Charentes . Cicadelle vert : faible attaque . Diabrotica : le surveillance être de mise . cliquer si vous souhaiter surveiller ce ravageur ? nota : le stade BBCH être entre parenthèse"	""	"té à 10 12 feuilles"	". Pois protéagineux"	"406-1590"	"2804"	"type=BBCH_in_context200, canonical-form=BBCH 19, form=(19).
Pyrale : le pic de vol dans les Charentes est en cours en dép. 79 et 86.
Animateur filières
Khalid KOUBAÏTI FREDON Poitou-Charentes
khalid.koubaiti@fredonpc.fr
Animateurs délégués
Céréales à paille et Maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS
s.regaldo@arvalis.fr r.tscheiller@arvalis.fr
Oléagineux Elodie TOURTON / Terres Inovia
e.tourton@terresinovia.fr
Protéagineux Agathe PENANT / Terres Inovia
a.penant@terresinovia.fr
Directeur de publication
Dominique GRACIET Président de la Chambre Régionale Nouvelle-Aquitaine Boulevard des Arcades 87060 LIMOGES Cedex 2 accueil@na.chambagri.fr
Supervision
DRAAF Service Régional de l'Alimentation Nouvelle-Aquitaine 22 Rue des Pénitents Blancs 87000 LIMOGES
Supervision site de Poitiers
Reproduction intégrale de ce bulletin autorisée. Reproduction partielle autorisée avec la mention"" extrait du bulletin de santé du végétal Nouvelle-Aquitaine Grandes cultures N°X du JJ/MM/AA ""
Sésamie : vol variable, stades baladeurs dans le sud Poitou-Charentes.
Cicadelle verte : faibles attaques.
 Diabrotica : la surveillance est de mise. Cliquez si Vous souhaitez surveiller ce ravageur ?
Nota : le stade BBCH est entre parenthèses"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b.html"	"d2kab"	"BBCH"	"BBCH"	""	"r ? Nota : le stade"	"est entre parenthès"	"1564-1568"	"2804"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabGC.html/BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b.html"	"d2kab"	"BBCH"	"BBCH"	""	"r ? Nota : le stade"	"est entre parenthès"	"1564-1568"	"2804"	"type=?BBCH?, form=BBCH"
