"bsv"	"type"	"length"	"header"	"context before"	"form"	"lemma"	"prefLabel"	"context after"	"location"	"features"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"html"	"33318"	""	"'étalent de 2 nœuds"	"(32) à DFP (37).Piétin verse : hors période de gestion pour tous les blés.Septoriose : en progression, risque faible à modéré selon les situations.Rouilles et oïdium : encore présents, à surveiller sur les variétés sensibles. Pucerons : signalés sur feuilles mais hors période de risque.
Orges d'hiver
 Stade : majorité à DFP (37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"	"( @card@ ) à DFP ( @card@ ) . piétin verse : hors période de gestion pour tout le blé . Septoriose : en progression , risquer faible à modéré selon le situation . rouille et oïdium : encore présent , à surveiller sur le variété sensible . puceron : signaler sur feuille mais hors période de risque . Orges d'hiver stade : majorité à DFP ( @card@ ) . Rhynchosporiose , helmintosporiose : présence modéré , à surveiller notamment en situation sans protection . rouille nain et oïdium : présent sur variété sensible . puceron : signaler sur feuille mais hors période de risque . Septoriose de l'orge : merci de nous faire remonter votre observation en cas de détection . maïs stade : semis en cours|cour . limace : risquer faible avec le faible pluie annoncer . nota : le stade BBCH être entre parenthèse"	""	". Nombre de parcelle"	"1681-2461"	"type=BBCH_in_context150, canonical-form=BBCH 32, form=(32) à DFP (37).Piétin verse : hors période de gestion pour tous les blés.Septoriose : en progression, risque faible à modéré selon les situations.Rouilles et oïdium : encore présents, à surveiller sur les variétés sensibles. Pucerons : signalés sur feuilles mais hors période de risque.
Orges d'hiver
 Stade : majorité à DFP (37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"html"	"33318"	""	"de : majorité à DFP"	"(37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"	"( @card@ ) . Rhynchosporiose , helmintosporiose : présence modéré , à surveiller notamment en situation sans protection . rouille nain et oïdium : présent sur variété sensible . puceron : signaler sur feuille mais hors période de risque . Septoriose de l'orge : merci de nous faire remonter votre observation en cas de détection . maïs stade : semis en cours|cour . limace : risquer faible avec le faible pluie annoncer . nota : le stade BBCH être entre parenthèse"	""	". Nombre de parcelle"	"2007-2461"	"type=BBCH_in_context100, canonical-form=BBCH 37, form=(37). Rhynchosporiose, helmintosporiose : présence modérée, à surveiller notamment en situation sans protection. Rouille naine et oïdium : présentes sur variété sensible. Pucerons : signalés sur feuilles mais hors période de risque. Septoriose de l'orge : merci de nous faire remonter vos observations en cas de détection.
Maïs
 Stade : semis en cours. Limaces : risque faible avec les faibles pluies annoncées.
Nota : le stade BBCH est entre parenthèses"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"html"	"33318"	""	"sé dès le stade F1 ("	"BBCH 60"	"BBCH @card@"	""	"). Pour la période d"	"6130-6137"	"type=BBCH-DD, canonical-form=BBCH 60, form=BBCH 60"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"html"	"33318"	""	"chute des pétales ("	"BBCH 70"	"BBCH @card@"	""	") jusqu'à la fin de"	"6804-6811"	"type=BBCH-DD, canonical-form=BBCH 70, form=BBCH 70"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"html"	"33318"	""	"jusqu'au stade G4 ("	"BBCH 73"	"BBCH @card@"	""	"). Seuil indicatif d"	"9705-9712"	"type=BBCH-DD, canonical-form=BBCH 73, form=BBCH 73"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"html"	"15148"	""	"té à 10 12 feuilles"	"(19).
Pyrale : le pic de vol dans les Charentes est en cours en dép. 79 et 86.
Animateur filières
Khalid KOUBAÏTI FREDON Poitou-Charentes
khalid.koubaiti@fredonpc.fr
Animateurs délégués
Céréales à paille et Maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS
s.regaldo@arvalis.fr r.tscheiller@arvalis.fr
Oléagineux Elodie TOURTON / Terres Inovia
e.tourton@terresinovia.fr
Protéagineux Agathe PENANT / Terres Inovia
a.penant@terresinovia.fr
Directeur de publication
Dominique GRACIET Président de la Chambre Régionale Nouvelle-Aquitaine Boulevard des Arcades 87060 LIMOGES Cedex 2 accueil@na.chambagri.fr
Supervision
DRAAF Service Régional de l'Alimentation Nouvelle-Aquitaine 22 Rue des Pénitents Blancs 87000 LIMOGES
Supervision site de Poitiers
Reproduction intégrale de ce bulletin autorisée. Reproduction partielle autorisée avec la mention"" extrait du bulletin de santé du végétal Nouvelle-Aquitaine Grandes cultures N°X du JJ/MM/AA ""
Sésamie : vol variable, stades baladeurs dans le sud Poitou-Charentes.
Cicadelle verte : faibles attaques.
 Diabrotica : la surveillance est de mise. Cliquez si Vous souhaitez surveiller ce ravageur ?
Nota : le stade BBCH est entre parenthèses"	"( @card@ ) . pyrale : le pic de vol dans le Charentes être en cours|cour en dép . @card@ et @card@ . animateur filière Khalid KOUBAÏTI fredon Poitou - Charentes khalid . koubaiti@fredonpc . fr animateur déléguer céréale à paille et maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS s . regaldo@arvalis . fr r . tscheiller@arvalis . fr oléagineux Elodie TOURTON / terre Inovia e . tourton@terresinovia . fr Protéagineux Agathe PENANT / terre Inovia avoir . penant@terresinovia . fr directeur de publication Dominique GRACIET Président de le chambre régional nouveau - Aquitaine boulevard du arcade @card@ limoger cedex @card@ accueil@na . chambagri . fr supervision DRAAF service régional de l'Alimentation nouveau - Aquitaine @card@ rue du pénitent blanc @card@ limoger supervision site de Poitiers reproduction intégral de ce bulletin autoriser . reproduction partiel autoriser avec le mention "" extraire du bulletin de santé du végétal nouveau - Aquitaine grand culture N°X du JJ / messieurs / aa "" Sésamie : vol variable , stade baladeur dans le sud Poitou - Charentes . Cicadelle vert : faible attaque . Diabrotica : le surveillance être de mise . cliquer si vous souhaiter surveiller ce ravageur ? nota : le stade BBCH être entre parenthèse"	""	". Pois protéagineux"	"406-1590"	"type=BBCH_in_context200, canonical-form=BBCH 19, form=(19).
Pyrale : le pic de vol dans les Charentes est en cours en dép. 79 et 86.
Animateur filières
Khalid KOUBAÏTI FREDON Poitou-Charentes
khalid.koubaiti@fredonpc.fr
Animateurs délégués
Céréales à paille et Maïs Sandrine REGALDO et Romain TSCHEILLER / ARVALIS
s.regaldo@arvalis.fr r.tscheiller@arvalis.fr
Oléagineux Elodie TOURTON / Terres Inovia
e.tourton@terresinovia.fr
Protéagineux Agathe PENANT / Terres Inovia
a.penant@terresinovia.fr
Directeur de publication
Dominique GRACIET Président de la Chambre Régionale Nouvelle-Aquitaine Boulevard des Arcades 87060 LIMOGES Cedex 2 accueil@na.chambagri.fr
Supervision
DRAAF Service Régional de l'Alimentation Nouvelle-Aquitaine 22 Rue des Pénitents Blancs 87000 LIMOGES
Supervision site de Poitiers
Reproduction intégrale de ce bulletin autorisée. Reproduction partielle autorisée avec la mention"" extrait du bulletin de santé du végétal Nouvelle-Aquitaine Grandes cultures N°X du JJ/MM/AA ""
Sésamie : vol variable, stades baladeurs dans le sud Poitou-Charentes.
Cicadelle verte : faibles attaques.
 Diabrotica : la surveillance est de mise. Cliquez si Vous souhaitez surveiller ce ravageur ?
Nota : le stade BBCH est entre parenthèses"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"15207"	""	"D2 majoritairement ("	"BBCH 53"	"BBCH @card@"	""	"). Méligèthes : prés"	"1209-1216"	"type=BBCH-DD, canonical-form=BBCH 53, form=BBCH 53"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"15207"	""	"tade : fin-tallage ("	"BBCH 29"	"BBCH @card@"	""	"), épi 1 cm (BBCH 30"	"1389-1396"	"type=BBCH-DD, canonical-form=BBCH 29, form=BBCH 29"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"15207"	""	"BBCH 29), épi 1 cm ("	"BBCH 30"	"BBCH @card@"	""	") pour les plus avan"	"1409-1416"	"type=BBCH-DD, canonical-form=BBCH 30, form=BBCH 30"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"15207"	""	"tenant au stade D2 ("	"BBCH 53"	"BBCH @card@"	""	") et 76% des parcell"	"1943-1950"	"type=BBCH-DD, canonical-form=BBCH 53, form=BBCH 53"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"15207"	""	"tteint le stade D1 ("	"BBCH 51"	"BBCH @card@"	""	"). Etonnamment en ce"	"2007-2014"	"type=BBCH-DD, canonical-form=BBCH 51, form=BBCH 51"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"15207"	""	"stades : Stade D1 ("	"BBCH 51"	"BBCH @card@"	""	") : "" Boutons accolé"	"2441-2448"	"type=BBCH-DD, canonical-form=BBCH 51, form=BBCH 51"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"15207"	""	"inales "". Stade D2 ("	"BBCH 53"	"BBCH @card@"	""	") : "" Inflorescence"	"2525-2532"	"type=BBCH-DD, canonical-form=BBCH 53, form=BBCH 53"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"15207"	""	"visible "". Stade E ("	"BBCH 57"	"BBCH @card@"	""	") : "" Boutons séparé"	"2619-2626"	"type=BBCH-DD, canonical-form=BBCH 57, form=BBCH 57"
"alsace_gdes_cultures_no3_du_13-03-19_cle4272b9"	"html"	"8604"	""	"outons accolés (D1)"	"BBCH50"	"BBCH50"	""	"colza handicapé, pe"	"3647-3653"	"type=BBCH, canonical-form=BBCH 50, form=BBCH50"
"alsace_gdes_cultures_no3_du_13-03-19_cle4272b9"	"html"	"8604"	" H4"	"boutons séparés (E)"	"BBCH 57"	"BBCH @card@"	""	"2-3 méligèthes/plan"	"3993-4000"	"type=BBCH-DD, canonical-form=BBCH 57, form=BBCH 57"
"bsv_gc_mp_n01_25092019_cle039d59"	"html"	"10163"	""	"s sont au stade B4 ("	"BBCH14"	"BBCH14"	""	": 4 feuilles), B5 ("	"3341-3347"	"type=BBCH, canonical-form=BBCH 14, form=BBCH14"
"bsv_gc_mp_n01_25092019_cle039d59"	"html"	"10163"	""	": 4 feuilles), B5 ("	"BBCH15"	"BBCH15"	""	"),B6 (BBCH16), B9 (B"	"3367-3373"	"type=BBCH, canonical-form=BBCH 15, form=BBCH15"
"bsv_gc_mp_n01_25092019_cle039d59"	"html"	"10163"	""	"s), B5 (BBCH15),B6 ("	"BBCH16"	"BBCH16"	""	"), B9 (BBCH19). La m"	"3379-3385"	"type=BBCH, canonical-form=BBCH 16, form=BBCH16"
"bsv_gc_mp_n01_25092019_cle039d59"	"html"	"10163"	""	"5),B6 (BBCH16), B9 ("	"BBCH19"	"BBCH19"	""	"). La majorité des p"	"3392-3398"	"type=BBCH, canonical-form=BBCH 19, form=BBCH19"
"bsv_gc_mp_n01_25092019_cle039d59"	"html"	"10163"	""	"s sont au stade B3 ("	"BBCH13"	"BBCH13"	""	": 3 feuilles). Enfi"	"3445-3451"	"type=BBCH, canonical-form=BBCH 13, form=BBCH13"
"bsv_gc_mp_n02_03102019_cle0d83ff"	"html"	"9729"	""	"rd'hui au stade B3 ("	"BBCH13"	"BBCH13"	""	": 3 feuilles) mais"	"2643-2649"	"type=BBCH, canonical-form=BBCH 13, form=BBCH13"
"bsv_gc_mp_n02_03102019_cle0d83ff"	"html"	"9729"	""	"étalent donc de B9 ("	"BBCH19"	"BBCH19"	""	": 9 feuilles) au st"	"2763-2769"	"type=BBCH, canonical-form=BBCH 19, form=BBCH19"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"25467"	""	"s sont au stade G1 ("	"BBCH65"	"BBCH65"	""	": chute des premier"	"4500-4506"	"type=BBCH, canonical-form=BBCH 65, form=BBCH65"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"25467"	""	"ers pétales) et F2 ("	"BBCH61"	"BBCH61"	""	": nombreuses fleurs"	"4544-4550"	"type=BBCH, canonical-form=BBCH 61, form=BBCH61"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"25467"	""	"% sont au stade F1 ("	"BBCH60"	"BBCH60"	""	": premières fleurs"	"4604-4610"	"type=BBCH, canonical-form=BBCH 60, form=BBCH60"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"25467"	""	"ujours au stade D1 ("	"BBCH50"	"BBCH50"	""	": boutons accolés e"	"4748-4754"	"type=BBCH, canonical-form=BBCH 50, form=BBCH50"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"25467"	""	"sque : du stade D1 ("	"BBCH50"	"BBCH50"	""	"boutons floraux acc"	"6250-6256"	"type=BBCH, canonical-form=BBCH 50, form=BBCH50"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"25467"	""	"ccolés) au stade E ("	"BBCH57"	"BBCH57"	""	"boutons séparés). S"	"6294-6300"	"type=BBCH, canonical-form=BBCH 57, form=BBCH57"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"35430"	""	"rivent au stade G5 ("	"BBCH81"	"BBCH81"	""	": grains colorés)."	"19636-19642"	"type=BBCH, canonical-form=BBCH 81, form=BBCH81"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"35430"	""	"es début floraison ("	"BBCH60"	"BBCH60"	""	") et "" jeunes gousse"	"28357-28363"	"type=BBCH, canonical-form=BBCH 60, form=BBCH60"
"bsv_grandes_cultures_n10_22112018_cle815c16"	"html"	"15302"	""	"passé le stade B10 ("	"BBCH19"	"BBCH19"	""	") et celles plus tar"	"2047-2053"	"type=BBCH, canonical-form=BBCH 19, form=BBCH19"
"bsv_grandes_cultures_n10_22112018_cle815c16"	"html"	"15302"	""	"s sont au stade B4 ("	"BBCH14"	"BBCH14"	""	"). Action pilotée pa"	"2097-2103"	"type=BBCH, canonical-form=BBCH 14, form=BBCH14"
"bsv_grandes_cultures_n10_22112018_cle815c16"	"html"	"15302"	""	"bourgeon terminal ("	"BBCH31"	"BBCH31"	""	"). Mais la lutte con"	"3351-3357"	"type=BBCH, canonical-form=BBCH 31, form=BBCH31"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	" H4"	"is "" à "" floraison """	"(BBCH 00"	"(BBCH @card@"	""	"à BBCH 61) Coteaux"	"7443-7451"	"type=BBCH-DD, canonical-form=BBCH 00, form=(BBCH 00"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	" H4"	"oraison ""(BBCH 00 à"	"BBCH 61"	"BBCH @card@"	""	") Coteaux du Béarn G"	"7454-7461"	"type=BBCH-DD, canonical-form=BBCH 61, form=BBCH 61"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	" H4"	"s "" à "" 8 feuilles """	"(BBCH 00"	"(BBCH @card@"	""	"à BBCH 18) 1 500 ha"	"7551-7559"	"type=BBCH-DD, canonical-form=BBCH 00, form=(BBCH 00"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	" H4"	"euilles ""(BBCH 00 à"	"BBCH 18"	"BBCH @card@"	""	") 1 500 ha 1 520 ha"	"7562-7569"	"type=BBCH-DD, canonical-form=BBCH 18, form=BBCH 18"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	" H4"	"à "" fin floraison """	"(BBCH 00"	"(BBCH @card@"	""	"à BBCH 69) Cette se"	"7626-7634"	"type=BBCH-DD, canonical-form=BBCH 00, form=(BBCH 00"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	" H4"	"oraison ""(BBCH 00 à"	"BBCH 69"	"BBCH @card@"	""	") Cette semaine, 11"	"7637-7644"	"type=BBCH-DD, canonical-form=BBCH 69, form=BBCH 69"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	""	"tade "" floraison "" ("	"BBCH 61"	"BBCH @card@"	""	") sont particulièrem"	"12312-12319"	"type=BBCH-DD, canonical-form=BBCH 61, form=BBCH 61"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	""	"euilles trifoliées """	"(BBCH 12"	"(BBCH @card@"	""	"), c'est-à-dire dura"	"15219-15227"	"type=BBCH-DD, canonical-form=BBCH 12, form=(BBCH 12"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	""	"tade "" floraison "" ("	"BBCH 61"	"BBCH @card@"	""	"). Bulletin de Santé"	"16547-16554"	"type=BBCH-DD, canonical-form=BBCH 61, form=BBCH 61"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	""	"e "" 3 7 feuilles "" ("	"BBCH 13-17"	"BBCH @card@"	""	") à "" fruits verts """	"17909-17919"	"type=BBCH-DD, canonical-form=BBCH 13-17, form=BBCH 13-17"
"BSV_NA_LEGUMES_PC__INDUSTRIE_08_20190704_cle039911"	"html"	"23290"	""	"à "" fruits verts "" ("	"BBCH 71"	"BBCH @card@"	""	"). Bulletin de Santé"	"17941-17948"	"type=BBCH-DD, canonical-form=BBCH 71, form=BBCH 71"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"html"	"33538"	""	"derniers bouquets ("	"BBCH 89"	"BBCH @card@"	""	") Février"	"1234-1241"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"html"	"33538"	""	"derniers bouquets ("	"BBCH 89"	"BBCH @card@"	""	") Mars"	"1311-1318"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"html"	"33538"	""	"1 R14 ("	"BBCH 89"	"BBCH @card@"	""	") Avril"	"1374-1381"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"html"	"33538"	""	"1 R11 ("	"BBCH 89"	"BBCH @card@"	""	") Synthèse de pr"	"1426-1433"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"html"	"33538"	""	"olte > 2e couronne ("	"BBCH 89"	"BBCH @card@"	""	") Avril"	"19926-19933"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"html"	"33538"	""	"olte > 2e couronne ("	"BBCH 89"	"BBCH @card@"	""	") Synthèse de pr"	"20003-20010"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"html"	"35544"	""	"derniers bouquets ("	"BBCH 89"	"BBCH @card@"	""	") Février"	"1339-1346"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"html"	"35544"	""	"derniers bouquets ("	"BBCH 89"	"BBCH @card@"	""	") Mars"	"1416-1423"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"html"	"35544"	""	"R15 fin de culture ("	"BBCH 89"	"BBCH @card@"	""	") Avril"	"1494-1501"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"html"	"35544"	""	"1 R13 ("	"BBCH 89"	"BBCH @card@"	""	") Synthèse de pr"	"1546-1553"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"html"	"35544"	""	"olte > 2e couronne ("	"BBCH 89"	"BBCH @card@"	""	") Avril"	"18317-18324"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"html"	"35544"	""	"olte > 2e couronne ("	"BBCH 89"	"BBCH @card@"	""	") Synthèse de pr"	"18387-18394"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7"	"html"	"13520"	""	"(HS)"	"Stade BBCH
    Stade physio
  
  
    89
    R13
  
  
    66 - 61
    F6 F1"	"stade BBCH stade physio @card@ R13 @card@ F6 F1"	""	"Remarque"	"1055-1131"	"type=BBCH_TABLEAU_PHYSIO, canonical-form=BBCH 66 - 61, form=Stade BBCH
    Stade physio
  
  
    89
    R13
  
  
    66 - 61
    F6 F1"
"bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7"	"html"	"13520"	""	"(HS)"	"Stade BBCH
    Stade physio
  
  
    89
    R13
  
  
    66 - 61
    F6 F1"	"stade BBCH stade physio @card@ R13 @card@ F6 F1"	""	"Remarque"	"1055-1131"	"type=BBCH_TABLEAU_PHYSIO, canonical-form=BBCH 89, form=Stade BBCH
    Stade physio
  
  
    89
    R13
  
  
    66 - 61
    F6 F1"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"html"	"47578"	""	"1 R27 ("	"BBCH 89"	"BBCH @card@"	""	") Décembre"	"1279-1286"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"html"	"47578"	""	"2 R5 ("	"BBCH 89"	"BBCH @card@"	""	") Février"	"1333-1340"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"html"	"47578"	""	"+ 1AB F8 ("	"BBCH 68"	"BBCH @card@"	""	") Mars"	"1404-1411"	"type=BBCH-DD, canonical-form=BBCH 68, form=BBCH 68"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"html"	"47578"	""	"1 F4-F5 ("	"BBCH 64-65"	"BBCH @card@"	""	") Avril"	"1469-1479"	"type=BBCH-DD, canonical-form=BBCH 64-65, form=BBCH 64-65"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"html"	"47578"	""	"1 F2 ("	"BBCH 62"	"BBCH @card@"	""	") Synthèse de pr"	"1523-1530"	"type=BBCH-DD, canonical-form=BBCH 62, form=BBCH 62"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"html"	"47578"	""	"1"	"Stade BBCH
    Stade physio
  
  
    61
    R1
  
  
    61
    F1"	"stade BBCH stade physio @card@ R1 @card@ F1"	""	"Synthèse de pre"	"24082-24149"	"type=BBCH_TABLEAU_PHYSIO, canonical-form=BBCH 61, form=Stade BBCH
    Stade physio
  
  
    61
    R1
  
  
    61
    F1"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"html"	"47578"	""	"1"	"Stade BBCH
    Stade physio
  
  
    61
    R1
  
  
    61
    F1"	"stade BBCH stade physio @card@ R1 @card@ F1"	""	"Synthèse de pre"	"24082-24149"	"type=BBCH_TABLEAU_PHYSIO, canonical-form=BBCH 61, form=Stade BBCH
    Stade physio
  
  
    61
    R1
  
  
    61
    F1"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"html"	"24808"	""	"iques compris entre"	"BBCH 75"	"BBCH @card@"	""	"(les grappes penden"	"17971-17978"	"type=BBCH-DD, canonical-form=BBCH 75, form=BBCH 75"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"html"	"24808"	""	"se touchent pas) et"	"BBCH 79"	"BBCH @card@"	""	"(fermeture de la gr"	"18028-18035"	"type=BBCH-DD, canonical-form=BBCH 79, form=BBCH 79"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"25133"	""	"ades phénologiques ("	"BBCH 79"	"BBCH @card@"	""	"): fermeture de la g"	"18295-18302"	"type=BBCH-DD, canonical-form=BBCH 79, form=BBCH 79"
"BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93"	"html"	"15800"	""	"la fermeture. Stade"	"BBCH :Stade 75"	"BBCH : stade @card@"	""	": les baies ont la"	"2815-2829"	"type=BBCH_STADE_DD, canonical-form=BBCH 75, form=BBCH :Stade 75"
"BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93"	"html"	"15800"	""	"ille de pois. Stade"	"BBCH :
Stade 75"	"BBCH : stade @card@"	""	": les baies ont la"	"3152-3167"	"type=BBCH_STADE_DD, canonical-form=BBCH 75, form=BBCH :
Stade 75"
"BSV_NA_VIGNE_Haut-Poitou_15_20190806_cle4c661d"	"html"	"17222"	""	"de la grappe. Stade"	"BBCH :Stade 79"	"BBCH : stade @card@"	""	": la fermeture de l"	"4350-4364"	"type=BBCH_STADE_DD, canonical-form=BBCH 79, form=BBCH :Stade 79"
"bsv_raisin_n07_14052019_cle85bd4c"	"html"	"6419"	""	"lles étalées (stade"	"53 BBCH"	"@card@ BBCH"	""	") au stade boutons f"	"1309-1316"	"type=STADE_DD_BBCH, canonical-form=BBCH 53, form=53 BBCH"
"bsv_raisin_n07_14052019_cle85bd4c"	"html"	"6419"	""	"raux séparés (stade"	"57 BBCH"	"@card@ BBCH"	""	") sur les variétés p"	"1358-1365"	"type=STADE_DD_BBCH, canonical-form=BBCH 57, form=57 BBCH"
"bsv_raisin_n07_14052019_cle85bd4c"	"html"	"6419"	""	"lini (0 à 50) 15 17"	"Stades BBCH (0 à 100)
55
57"	"stade BBCH ( @card@ à @card@ ) @card@ @card@"	""	"Descriptif des stad"	"1427-1454"	"type=BBCH_TABLEAU, canonical-form=BBCH 57, form=Stades BBCH (0 à 100)
55
57"
"bsv_raisin_n07_14052019_cle85bd4c"	"html"	"6419"	""	"lini (0 à 50) 15 17"	"Stades BBCH (0 à 100)
55
57"	"stade BBCH ( @card@ à @card@ ) @card@ @card@"	""	"Descriptif des stad"	"1427-1454"	"type=BBCH_TABLEAU, canonical-form=BBCH 55, form=Stades BBCH (0 à 100)
55
57"
"bsv_raisin_n12_18062019_cle8578dc"	"html"	"11763"	""	"i (0 à 50) 25 27 31"	"Stades BBCH (0 à 100)
69
71
75"	"stade BBCH ( @card@ à @card@ ) @card@ @card@ @card@"	""	"Descriptif des stad"	"3829-3859"	"type=BBCH_TABLEAU, canonical-form=BBCH 71, form=Stades BBCH (0 à 100)
69
71
75"
"bsv_raisin_n12_18062019_cle8578dc"	"html"	"11763"	""	"i (0 à 50) 25 27 31"	"Stades BBCH (0 à 100)
69
71
75"	"stade BBCH ( @card@ à @card@ ) @card@ @card@ @card@"	""	"Descriptif des stad"	"3829-3859"	"type=BBCH_TABLEAU, canonical-form=BBCH 75, form=Stades BBCH (0 à 100)
69
71
75"
